"partnerid","distinct category","partnerid_cnt","CategoryPrior"
"8iexi","1","7","7.000000000"
"8iext","1","3","3.000000000"
"8iezk","1","2","2.000000000"
"8if13","1","44","44.000000000"
"8if2b","1","1","1.000000000"
"8if3m","1","14","14.000000000"
"8if5p","1","155","155.000000000"
"8if6n","1","7","7.000000000"
"8if9o","1","136","136.000000000"
"8ifa1","1","7956","7956.000000000"
"8ifan","1","43","43.000000000"
"8ifeo","1","4","4.000000000"
"8iff5","1","87","87.000000000"
"8iffk","1","252","252.000000000"
"8ifg0","1","1","1.000000000"
"8ifgn","1","5","5.000000000"
"8ifgy","1","1","1.000000000"
"8ifik","1","198","198.000000000"
"8ifjn","1","4","4.000000000"
"8ifl0","1","1","1.000000000"
"8ifm5","1","2","2.000000000"
"8ifma","1","303","303.000000000"
"8ifmk","1","4","4.000000000"
"8ifmn","1","3","3.000000000"
"8ifna","1","7","7.000000000"
"8ifnd","1","9","9.000000000"
"8ifog","1","456","456.000000000"
"8ifov","1","105","105.000000000"
"8ifqc","1","85","85.000000000"
"8ifqk","1","140","140.000000000"
"8ift5","1","4","4.000000000"
"8ifvm","1","1","1.000000000"
"8ifvn","1","4","4.000000000"
"8ifwd","1","11","11.000000000"
"8ifzw","1","8","8.000000000"
"8ig0z","1","8","8.000000000"
"8ig13","1","8","8.000000000"
"8ig1u","1","11","11.000000000"
"8ig2i","1","6","6.000000000"
"8ig5c","1","4","4.000000000"
"8ig6n","1","14","14.000000000"
"8ig76","1","5","5.000000000"
"8ig89","1","1","1.000000000"
"8ig8i","1","14","14.000000000"
"8igah","1","1","1.000000000"
"8igb7","1","11","11.000000000"
"8igbs","1","1","1.000000000"
"8igbt","1","3","3.000000000"
"8igbu","1","5","5.000000000"
"8igc1","1","113","113.000000000"
"8igcb","1","10","10.000000000"
"8igdb","1","3","3.000000000"
"8igdz","1","5","5.000000000"
"8ige7","1","2","2.000000000"
"8igej","1","3","3.000000000"
"8igem","1","15","15.000000000"
"8igfs","1","56","56.000000000"
"8igh8","1","6","6.000000000"
"8ighm","1","1","1.000000000"
"8igi0","1","1","1.000000000"
"8igi2","1","9","9.000000000"
"8igih","1","5","5.000000000"
"8igj2","1","66","66.000000000"
"8igj3","1","2","2.000000000"
"8igji","1","1","1.000000000"
"8igkk","1","4","4.000000000"
"8igkp","1","18","18.000000000"
"8igl1","1","48","48.000000000"
"8igl7","1","17","17.000000000"
"8iglk","1","2","2.000000000"
"8igm1","1","1","1.000000000"
"8igm8","1","2","2.000000000"
"8ignc","1","2","2.000000000"
"8igne","1","2","2.000000000"
"8igo0","1","2","2.000000000"
"8igo3","1","117","117.000000000"
"8igo7","1","377","377.000000000"
"8igox","1","11","11.000000000"
"8igpi","1","1","1.000000000"
"8igpr","1","16","16.000000000"
"8igq7","1","1","1.000000000"
"8igql","1","7","7.000000000"
"8igqx","1","3","3.000000000"
"8igsi","1","21","21.000000000"
"8igv1","1","287","287.000000000"
"8igvd","1","8","8.000000000"
"8igy3","1","23","23.000000000"
"8igzo","1","2","2.000000000"
"8igzs","1","3","3.000000000"
"8igzy","1","3","3.000000000"
"8igzz","1","2","2.000000000"
"8ih1h","1","14","14.000000000"
"8ih1j","1","1","1.000000000"
"8ih20","1","26","26.000000000"
"8ih2n","1","19","19.000000000"
"8ih3o","1","4","4.000000000"
"8ih4k","1","251","251.000000000"
"8ih7l","1","31","31.000000000"
"8iha2","1","162","162.000000000"
"8ihab","1","24","24.000000000"
"8ihac","1","2","2.000000000"
"8ihaj","1","19","19.000000000"
"8ihba","1","878","878.000000000"
"8ihbo","1","1","1.000000000"
"8ihbx","1","6187","6187.000000000"
"8ihc4","1","1","1.000000000"
"8ihcj","1","278","278.000000000"
"8ihck","1","13","13.000000000"
"8ihct","1","21","21.000000000"
"8ihcu","1","10","10.000000000"
"8ihd5","1","7","7.000000000"
"8ihdv","1","47","47.000000000"
"8ihe5","1","371","371.000000000"
"8ihg7","1","1","1.000000000"
"8ihij","1","69","69.000000000"
"8ihik","1","50","50.000000000"
"8ihj5","1","2","2.000000000"
"8ihk7","1","4780","4780.000000000"
"8ihkj","1","1","1.000000000"
"8ihkt","1","381","381.000000000"
"8ihl9","1","175","175.000000000"
"8ihlc","1","8","8.000000000"
"8ihlr","1","44","44.000000000"
"8ihn7","1","88","88.000000000"
"8ihna","1","100","100.000000000"
"8ihnk","1","7","7.000000000"
"8ihoa","1","1","1.000000000"
"8ihon","1","1","1.000000000"
"8ihot","1","5","5.000000000"
"8ihpi","1","72917","72917.000000000"
"8ihpz","1","2","2.000000000"
"8ihqx","1","17","17.000000000"
"8ihrz","1","15","15.000000000"
"8ihs5","1","3","3.000000000"
"8ihsd","1","54","54.000000000"
"8ihsp","1","90","90.000000000"
"8ihss","1","1","1.000000000"
"8ihth","1","40","40.000000000"
"8ihtv","1","71","71.000000000"
"8ihty","1","1","1.000000000"
"8ihue","1","8","8.000000000"
"8ihuk","1","2","2.000000000"
"8ihup","1","343","343.000000000"
"8ihuv","1","2","2.000000000"
"8ihv1","1","106","106.000000000"
"8ihvb","1","1","1.000000000"
"8ihwm","1","12","12.000000000"
"8ihxl","1","2","2.000000000"
"8ihxm","1","1","1.000000000"
"8ihxo","1","1","1.000000000"
"8ihxp","1","1","1.000000000"
"8ihy6","1","2","2.000000000"
"8ihyb","1","5","5.000000000"
"8ihyi","1","1","1.000000000"
"8ihz5","1","13","13.000000000"
"8ihzv","1","20","20.000000000"
"8ihzw","1","18","18.000000000"
"8ihzy","1","14","14.000000000"
"8ii07","1","6","6.000000000"
"8ii0g","1","118","118.000000000"
"8ii0i","1","107","107.000000000"
"8ii0k","1","1","1.000000000"
"8ii0o","1","1","1.000000000"
"8ii11","1","39","39.000000000"
"8ii14","1","22","22.000000000"
"8ii1p","1","7","7.000000000"
"8ii1r","1","252","252.000000000"
"8ii26","1","184","184.000000000"
"8ii2b","1","10","10.000000000"
"8ii2l","1","6","6.000000000"
"8ii3a","1","191","191.000000000"
"8ii3c","1","2","2.000000000"
"8ii4l","1","9","9.000000000"
"8ii4n","1","1","1.000000000"
"8ii4y","1","14","14.000000000"
"8ii58","1","49","49.000000000"
"8ii5a","1","36","36.000000000"
"8ii6o","1","67","67.000000000"
"8ii7u","1","56","56.000000000"
"8ii8d","1","47","47.000000000"
"8ii9a","1","123","123.000000000"
"8ii9s","1","2","2.000000000"
"8iiai","1","5","5.000000000"
"8iibh","1","1","1.000000000"
"8iibj","1","11","11.000000000"
"8iibw","1","4","4.000000000"
"8iiby","1","4","4.000000000"
"8iibz","1","418","418.000000000"
"8iic8","1","1","1.000000000"
"8iicn","1","19","19.000000000"
"8iicq","1","3","3.000000000"
"8iid3","1","1416","1416.000000000"
"8iid4","1","5651","5651.000000000"
"8iidh","1","81","81.000000000"
"8iidk","1","1689","1689.000000000"
"8iidm","1","2575","2575.000000000"
"8iidn","1","1537","1537.000000000"
"8iidr","1","1925","1925.000000000"
"8iie9","1","17","17.000000000"
"8iiem","1","1","1.000000000"
"8iieo","1","2","2.000000000"
"8iig5","1","1455","1455.000000000"
"8iigl","1","1123","1123.000000000"
"8iigz","1","47","47.000000000"
"8iih9","1","123","123.000000000"
"8iiii","1","4","4.000000000"
"8iiiv","1","2","2.000000000"
"8iij1","1","1","1.000000000"
"8iijd","1","3","3.000000000"
"8iijk","1","114","114.000000000"
"8iijt","1","1756","1756.000000000"
"8iik1","1","3485","3485.000000000"
"8iimi","1","11","11.000000000"
"8iina","1","2070","2070.000000000"
"8iiov","1","19","19.000000000"
"8iiox","1","1","1.000000000"
"8iiq8","1","7","7.000000000"
"8iiqq","1","2","2.000000000"
"8iir0","1","50","50.000000000"
"8iird","1","61","61.000000000"
"8iitu","1","330","330.000000000"
"8iivd","1","354","354.000000000"
"8iivr","1","228","228.000000000"
"8iivt","1","4","4.000000000"
"8iixo","1","16","16.000000000"
"8iixv","1","42","42.000000000"
"8iixy","1","10","10.000000000"
"8iiy4","1","668","668.000000000"
"8iiyk","1","62","62.000000000"
"8iiz9","1","14","14.000000000"
"8iiza","1","2","2.000000000"
"8ij02","1","11","11.000000000"
"8ij0a","1","1","1.000000000"
"8ij0g","1","1576","1576.000000000"
"8ij0y","1","57","57.000000000"
"8ij22","1","58","58.000000000"
"8ij28","1","5","5.000000000"
"8ij2l","1","1","1.000000000"
"8ij2q","1","204","204.000000000"
"8ij2z","1","87","87.000000000"
"8ij3d","1","3","3.000000000"
"8ij3p","1","1","1.000000000"
"8ij42","1","723","723.000000000"
"8ij4e","1","8","8.000000000"
