"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","CntrOtherPercent","status"
"du5ln","0.00","0.00","0.13","0.00","0.00","0.00","0.87","OK"
"du5lw","0.57","0.00","0.00","0.00","0.00","0.00","0.43","OK"
"du5mb","0.00","0.00","0.02","0.00","0.00","0.67","0.31","OK"
"du5md","0.00","0.00","0.00","0.00","0.00","0.00","1.00","Fraud"
"du5mn","0.00","0.00","0.02","0.00","0.00","0.00","0.98","Fraud"
"du5nc","0.20","0.00","0.00","0.00","0.00","0.40","0.40","OK"
"du5ns","0.00","0.00","0.02","0.00","0.00","0.00","0.98","OK"
"du5nx","0.00","0.00","0.00","0.00","0.03","0.14","0.83","OK"
"du5o2","0.00","0.00","0.00","0.00","0.00","0.98","0.02","Fraud"
"du5ob","0.00","0.00","0.00","0.00","0.00","0.00","1.00","Fraud"
"du5od","0.00","0.00","0.00","0.00","0.00","0.00","1.00","Fraud"
"du5p9","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du5pf","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5pw","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du5py","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5pz","0.01","0.00","0.00","0.00","0.00","0.79","0.20","OK"
"du5q1","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5q6","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5q8","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5qa","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5qb","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5qg","0.00","0.00","0.00","0.21","0.00","0.00","0.79","OK"
"du5qh","0.00","0.00","0.04","0.00","0.00","0.54","0.42","OK"
"du5qm","0.00","0.00","0.00","0.00","0.29","0.03","0.68","OK"
"du5qq","0.59","0.00","0.11","0.00","0.01","0.03","0.26","Fraud"
"du5qs","0.00","0.00","0.01","0.01","0.00","0.70","0.28","OK"
"du5qt","0.00","0.00","0.04","0.00","0.00","0.00","0.96","OK"
"du5qu","0.44","0.00","0.06","0.00","0.00","0.00","0.50","OK"
"du5qy","0.00","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"du5ra","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"du5rh","0.02","0.00","0.06","0.00","0.03","0.08","0.80","OK"
"du5rm","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5rp","0.00","0.00","0.58","0.00","0.12","0.00","0.30","OK"
"du5sk","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5sq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","Observation"
"du5t1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5t8","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5t9","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du5tc","0.00","0.00","0.00","0.00","0.00","0.00","1.00","Fraud"
"du5tg","0.01","0.00","0.01","0.00","0.00","0.51","0.47","OK"
"du5tl","0.00","0.00","0.00","0.04","0.01","0.15","0.79","OK"
"du5to","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5tp","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5tr","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du5tw","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du5tz","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du5u8","0.43","0.00","0.03","0.00","0.00","0.07","0.47","OK"
"du5u9","0.05","0.00","0.01","0.00","0.01","0.10","0.83","OK"
"du5uq","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du5vg","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5vh","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5vl","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5vq","0.00","0.00","0.00","0.00","0.00","0.87","0.13","OK"
"du5w1","0.00","0.00","0.12","0.00","0.00","0.80","0.07","OK"
"du5wf","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5x6","0.00","0.00","0.00","0.00","0.04","0.04","0.93","OK"
"du5xe","0.00","0.00","0.06","0.06","0.05","0.01","0.82","Fraud"
"du5xk","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du5y1","0.04","0.00","0.14","0.01","0.00","0.48","0.34","OK"
"du5y9","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5ye","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du5yy","0.00","0.00","0.00","0.00","0.00","0.93","0.07","OK"
"du5z0","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"du5zg","0.47","0.00","0.06","0.00","0.00","0.07","0.40","OK"
"du5zi","0.39","0.00","0.03","0.00","0.00","0.12","0.46","Observation"
"du5zq","0.33","0.00","0.00","0.00","0.00","0.33","0.33","OK"
"du5zs","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"du5zz","0.02","0.00","0.02","0.01","0.01","0.71","0.23","OK"
"du602","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"du609","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du60c","0.23","0.00","0.00","0.02","0.00","0.22","0.52","OK"
"du60k","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du60l","0.47","0.00","0.12","0.06","0.00","0.00","0.35","OK"
"du60z","0.00","0.00","0.33","0.00","0.00","0.67","0.00","OK"
"du61e","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du61h","0.09","0.00","0.03","0.00","0.00","0.48","0.41","OK"
"du626","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"du62c","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du62h","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du631","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du63l","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du63o","0.00","0.00","0.00","0.00","0.00","0.80","0.20","OK"
"du63q","0.00","0.00","0.00","0.00","0.34","0.00","0.65","OK"
"du644","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du647","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du64d","0.00","0.00","0.08","0.00","0.00","0.57","0.34","OK"
"du64n","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du650","0.00","0.00","0.01","0.00","0.00","0.99","0.00","OK"
"du652","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du654","0.00","0.00","0.00","0.33","0.00","0.67","0.00","OK"
"du65k","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du65l","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du65n","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du65o","0.00","0.02","0.00","0.00","0.00","0.00","0.98","OK"
"du65p","0.00","0.00","0.00","0.05","0.00","0.00","0.95","OK"
"du65r","0.00","0.00","0.00","0.00","0.04","0.00","0.96","OK"
"du66b","0.00","0.00","0.00","0.00","0.00","0.71","0.29","OK"
"du66x","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du67b","0.00","0.00","0.00","0.00","0.00","0.47","0.53","OK"
"du67g","0.00","0.01","0.31","0.24","0.03","0.00","0.40","OK"
"du67h","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du67l","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du67t","0.00","0.00","0.00","0.00","0.01","0.73","0.26","OK"
"du67x","0.00","0.00","0.03","0.00","0.00","0.14","0.84","OK"
"du67z","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du68u","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du69e","0.07","0.00","0.04","0.00","0.00","0.72","0.17","OK"
"du69v","0.86","0.00","0.00","0.00","0.00","0.00","0.14","OK"
"du6a1","0.26","0.00","0.14","0.00","0.00","0.06","0.54","OK"
"du6a3","0.80","0.00","0.00","0.00","0.00","0.00","0.20","OK"
"du6ae","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6ag","0.23","0.00","0.00","0.00","0.77","0.00","0.00","OK"
"du6au","0.00","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"du6b0","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6bp","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du6bs","0.00","0.00","0.00","0.07","0.00","0.87","0.07","OK"
"du6c2","0.00","0.00","0.00","0.50","0.00","0.00","0.50","OK"
"du6c4","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6cw","0.00","0.00","0.00","0.00","0.00","0.60","0.40","OK"
"du6d1","0.20","0.00","0.06","0.03","0.01","0.41","0.29","OK"
"du6d2","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du6ds","0.00","0.00","0.00","0.00","0.06","0.00","0.94","OK"
"du6dt","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6du","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6dv","0.00","0.00","0.00","0.00","0.04","0.00","0.96","OK"
"du6dx","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6e2","0.00","0.00","0.00","0.00","0.04","0.00","0.96","OK"
"du6e5","0.01","0.00","0.09","0.20","0.02","0.15","0.53","Observation"
"du6ed","0.85","0.00","0.00","0.00","0.00","0.08","0.08","OK"
"du6ej","0.00","0.00","0.00","0.00","0.00","0.27","0.72","OK"
"du6eo","0.25","0.00","0.00","0.00","0.00","0.13","0.63","OK"
"du6ey","0.00","0.00","0.00","0.04","0.00","0.08","0.88","OK"
"du6f0","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6f7","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6fd","0.07","0.00","0.21","0.00","0.03","0.59","0.10","OK"
"du6fe","0.38","0.00","0.00","0.08","0.00","0.00","0.54","OK"
"du6fq","0.67","0.17","0.00","0.00","0.00","0.00","0.17","OK"
"du6fu","0.22","0.00","0.11","0.00","0.00","0.11","0.56","OK"
"du6fv","0.01","0.00","0.00","0.01","0.00","0.86","0.12","OK"
"du6g1","0.02","0.00","0.00","0.00","0.04","0.27","0.66","OK"
"du6g2","0.00","0.00","0.00","0.01","0.00","0.54","0.45","OK"
"du6g3","0.01","0.00","0.00","0.01","0.03","0.03","0.91","OK"
"du6ga","0.01","0.00","0.04","0.00","0.00","0.84","0.11","OK"
"du6gb","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"du6gs","0.00","0.00","0.00","0.00","0.00","0.65","0.34","OK"
"du6gt","0.02","0.01","0.06","0.00","0.01","0.25","0.65","OK"
"du6gv","0.01","0.00","0.01","0.00","0.00","0.42","0.56","OK"
"du6h5","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6hc","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6ho","0.00","0.00","0.00","0.00","0.00","0.45","0.55","OK"
"du6hr","0.67","0.02","0.00","0.00","0.00","0.02","0.28","Fraud"
"du6ht","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6ia","0.00","0.00","0.00","0.00","0.00","0.56","0.44","OK"
"du6in","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du6iq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6iu","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"du6iy","0.00","0.00","0.00","0.00","0.00","0.25","0.75","OK"
"du6j1","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6j8","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6je","0.00","0.00","0.00","0.00","0.00","0.92","0.08","OK"
"du6ji","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6jq","0.00","0.00","0.00","0.00","0.00","0.43","0.57","OK"
"du6k3","0.88","0.00","0.07","0.00","0.00","0.00","0.04","Fraud"
"du6kd","0.01","0.00","0.07","0.00","0.00","0.76","0.15","OK"
"du6ke","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du6kv","0.00","0.00","0.00","0.00","0.00","0.73","0.27","OK"
"du6ll","0.00","0.00","0.07","0.00","0.02","0.00","0.91","OK"
"du6lw","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6m4","0.37","0.00","0.05","0.00","0.00","0.16","0.42","OK"
"du6mn","0.17","0.00","0.00","0.00","0.00","0.00","0.83","OK"
"du6ne","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"du6nq","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6pb","0.00","0.00","0.00","0.00","0.00","0.60","0.40","OK"
"du6pd","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6ph","0.00","0.00","0.00","0.00","0.00","0.56","0.44","OK"
"du6qw","0.07","0.00","0.00","0.00","0.00","0.73","0.20","OK"
"du6rt","0.00","0.02","0.02","0.02","0.00","0.10","0.85","OK"
"du6rz","0.03","0.00","0.06","0.00","0.00","0.54","0.37","OK"
"du6s9","0.00","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"du6sc","0.00","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"du6se","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6sr","0.00","0.00","0.00","0.00","0.00","0.98","0.02","OK"
"du6su","0.83","0.00","0.00","0.00","0.00","0.00","0.17","OK"
"du6tb","0.00","0.00","0.01","0.00","0.00","0.00","0.99","OK"
"du6tx","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"du6u1","0.33","0.00","0.03","0.13","0.00","0.07","0.43","OK"
"du6uk","0.00","0.00","0.00","0.00","0.00","0.78","0.22","OK"
"du6ul","0.29","0.00","0.06","0.02","0.00","0.23","0.40","OK"
"du6um","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"du6vd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
